Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Tennessee,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Texas,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Utah,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Vermont,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Virginia,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Washington,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,West Virginia,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Wisconsin,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
yearly-subscription-laminated-state-and-federal-labor-law-poster,,,,,,,,,Wyoming,,,,,,113,shopify,0,continue,manual,59.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,Laminated State and Federal Labor Law Poster,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Ordering your<span> </span><strong>State and Federal</strong><span> </span>all in one Labor Law Posters from the Labor Law Poster Store is your<span> </span><strong>WORRY FREE</strong><span> </span>approach to meeting the employer posting requirements. We have a team of professionals searching for updates on a daily basis. When you order from us you can rest easy knowing that you have the most up to date version available<span> </span><strong>EVERY SINGLE DAY!</strong></p>
<p>Our laminated posters are made to last! Full color print with a double sided, air and water tight, industrial grade laminate. These posters will last in even the harshest workplace conditions.<span> </span></p>
<p style=""float: right;"">Need peace of mind? These come with our<span> </span><strong>WORRY FREE GUARANTEE!</strong><span> </span>If our posters are updated labor law posters are not 100% up to date on the d<img alt="""" src=""//cdn.shopify.com/s/files/1/0113/5575/0464/files/cw_guar_medium.png?v=1544803414"" style=""float: right; margin: 7px;"">ay of purchase we will refund you in full AND replace your poster for FREE!</p>",Statefilingsolution,Office Supplies > Presentation Supplies > Display Boards > Poster Boards,Laminated Labor Law Poster,,TRUE,State,Alabama,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0113/5575/0464/products/cwgreen_98fb76f1-4d82-40cc-ad86-78af2ca9c70b.jpeg?v=1556031997,1,,FALSE,,,,,,,,,,,,,,,,,g,,,,,active
laminated-state-and-federal-labor-law-poster,,,,,,,,,Alaska,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Arizona,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Arkansas,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,California,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Colorado,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Connecticut,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Delaware,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,District of Columbia (DC),,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Florida,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Georgia,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Hawaii,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Idaho,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Illinois,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Indiana,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Iowa,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Kansas,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Kentucky,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Louisiana,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Maine,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Maryland,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Massachusetts,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Michigan,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Minnesota,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Mississippi,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Missouri,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Montana,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Nebraska,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Nevada,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,New Hampshire,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,New Jersey,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,New Mexico,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,New York,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,North Carolina,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,North Dakota,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Ohio,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Oklahoma,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Oregon,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Pennsylvania,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Rhode Island,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,South Carolina,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,South Dakota,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Tennessee,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Texas,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Utah,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Vermont,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Virginia,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Washington,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,West Virginia,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Wisconsin,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
laminated-state-and-federal-labor-law-poster,,,,,,,,,Wyoming,,,,,,113,shopify,0,continue,manual,29.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,Green (Non-Laminated) State and Federal Labor Law Poster,"<meta charset=""utf-8"">
<p>Ordering your State and Federal all in one Labor Law Posters from Labor Law Poster Store is your<span> </span><strong>WORRY FREE</strong><span> </span>approach to meeting the employer posting requirements. We have a team of professionals searching for updates on a daily basis. When you order from us you can rest easy knowing that you have the most up to date version available<span> </span><strong>EVERY SINGLE DAY!</strong></p>
<p>Our<span> </span><span>GREEN</span><span> </span>Labor Law Posters are both<span> </span><strong>BUDGET FRIENDLY &amp; ENVIRONMENTALLY CONSCIOUS! </strong>These posters are printed to order (to reduce waste) using recycled paper, recycled ink cartridges, and with renewable energy! Green posters are also NON-LAMINATED so they are 100% bio degradable and recyclable.  </p>
<p style=""float: right;"">Need peace of mind? These come with our<span> </span><strong>WORRY FREE GUARANTEE!</strong><span> </span>If our posters are updated labor law posters are not 100% up to date on the d<img alt="""" src=""//cdn.shopify.com/s/files/1/0113/5575/0464/files/cw_guar_medium.png?v=1544803414"" style=""float: right; margin: 7px;"">ay of purchase we will refund you in full AND replace your poster for FREE!</p>",Statefilingsolution,Office Supplies > Presentation Supplies > Display Boards > Poster Boards,Green Labor Law Poster,ca dc federal fl labor law md ny poster regulations state ut ,TRUE,State,Alabama,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0113/5575/0464/products/cwgreen.jpeg?v=1556031954,1,,FALSE,,,,,,,,,,,,,,,,,g,,,,,active
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Alaska,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Arizona,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Arkansas,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,California,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Colorado,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Connecticut,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Delaware,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,District of Columbia (DC),,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Florida,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Georgia,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Hawaii,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Idaho,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Illinois,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Indiana,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Iowa,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Kansas,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Kentucky,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Louisiana,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Maine,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Maryland,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Massachusetts,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Michigan,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Minnesota,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Mississippi,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Missouri,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Montana,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Nebraska,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Nevada,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,New Hampshire,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,New Jersey,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,New Mexico,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,New York,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,North Carolina,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,North Dakota,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Ohio,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Oklahoma,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Oregon,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Pennsylvania,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Rhode Island,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,South Carolina,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,South Dakota,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Tennessee,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Texas,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Utah,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Vermont,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Virginia,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Washington,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,West Virginia,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Wisconsin,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
green-non-laminated-state-and-federal-labor-law-poster,,,,,,,,,Wyoming,,,,,,113,shopify,0,continue,manual,14.99,29.99,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,,,
